pecha id,language,url
I41994BD1,en,https://github.com/OpenPecha/I41994BD1
IFE890432,de,https://github.com/OpenPecha/IFE890432
I4858C355,es,https://github.com/OpenPecha/I4858C355
I55860A54,fr,https://github.com/OpenPecha/I55860A54
I0651BDDD,nl,https://github.com/OpenPecha/I0651BDDD
I185FFE25,bo,https://github.com/OpenPecha/I185FFE25
